"Местное время в Красноярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.10.2021 01:00";"6.8";"747.8";"764.9";"";"55";"Ветер, дующий с западо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"29.10.2021 19:00";"4.6";"748.9";"766.1";"";"52";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"6.1";"";"";"";"";"";"";"-4.6";"Осадков нет";"12";"";"";"";"";
"29.10.2021 07:00";"-5.7";"752.5";"770.6";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-5.7";"";"";"";"";"";"";"";"-6.9";"Осадков нет";"12";"";"";"";"";
"29.10.2021 01:00";"-3.3";"754.2";"772.1";"";"71";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.9";"";"";"";"";"";"";
"28.10.2021 19:00";"-0.3";"755.0";"772.8";"";"52";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"3.5";"";"";"";"";"";"";"-9.0";"Осадков нет";"12";"";"";"";"";
"28.10.2021 13:00";"1.7";"754.1";"771.7";"";"44";"Ветер, дующий с западо-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"28.10.2021 07:00";"-0.3";"752.9";"770.6";"";"50";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-0.4";"";"";"";"";"";"";"";"-9.7";"Осадков нет";"12";"";"";"";"";
"28.10.2021 01:00";"-0.2";"751.6";"769.3";"";"47";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.4";"";"";"";"";"";"";
"27.10.2021 19:00";"1.4";"749.9";"767.5";"";"42";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"12.1";"";"";"";"";"";"";"-10.2";"Осадков нет";"12";"";"";"";"";
"27.10.2021 13:00";"4.6";"747.1";"764.3";"";"38";"Ветер, дующий с западо-юго-запада";"4";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.8";"";"";"";"";"";"";
"27.10.2021 07:00";"12.1";"738.1";"754.7";"";"40";"Ветер, дующий с запада";"5";"16";"16";"";" ";"";"";"8.5";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"";"";"";
"27.10.2021 01:00";"9.8";"735.7";"752.4";"";"53";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"26.10.2021 19:00";"9.3";"739.1";"755.8";"";"63";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"12.2";"";"";"";"";"";"";"2.6";"Осадков нет";"12";"";"";"";"";
"26.10.2021 13:00";"10.2";"745.0";"761.8";"";"54";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"26.10.2021 07:00";"8.0";"746.0";"763.0";"";"58";"Ветер, дующий с западо-северо-запада";"3";"";"10";"";" ";"";"";"8.0";"";"";"";"";"";"";"";"0.2";"Осадков нет";"12";"";"";"";"";
"26.10.2021 01:00";"10.7";"742.9";"759.7";"";"53";"Ветер, дующий с западо-юго-запада";"4";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"25.10.2021 19:00";"10.4";"742.4";"759.1";"";"66";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"10.4";"";"";"";"";"";"";"4.3";"0.3";"12";"";"";"";"";
"25.10.2021 13:00";"8.8";"745.7";"762.6";"";"76";"Ветер, дующий с западо-юго-запада";"3";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"25.10.2021 07:00";"6.8";"747.9";"765.0";"";"78";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"4.8";"";"";"";"";"";"";"";"3.1";"2.0";"12";"";"";"";"";
"25.10.2021 01:00";"5.5";"747.8";"765.0";"";"89";"Ветер, дующий с западо-северо-запада";"4";"11";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"24.10.2021 19:00";"7.5";"745.0";"762.0";"";"75";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"10.7";"";"";"";"";"";"";"3.3";"0.3";"12";"";"";"";"";
"24.10.2021 13:00";"9.8";"743.6";"760.5";"";"61";"Ветер, дующий с юго-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"24.10.2021 07:00";"5.3";"744.8";"761.9";"";"78";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"4.8";"";"";"";"";"";"";"";"1.7";"Осадков нет";"12";"";"";"";"";
"24.10.2021 01:00";"6.4";"746.5";"763.6";"";"56";"Ветер, дующий с юго-юго-запада";"4";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"23.10.2021 19:00";"6.8";"749.2";"766.4";"";"39";"Ветер, дующий с юго-запада";"2";"";"10";"";" ";"";"";"";"8.3";"";"";"";"";"";"";"-6.2";"Осадков нет";"12";"";"";"";"";
"23.10.2021 13:00";"6.7";"751.3";"768.4";"";"41";"Ветер, дующий с юго-запада";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"23.10.2021 07:00";"5.0";"752.5";"769.9";"";"49";"Ветер, дующий с запада";"4";"";"10";"";" ";"";"";"4.5";"";"";"";"";"";"";"";"-4.9";"Осадков нет";"12";"";"";"";"";
"23.10.2021 01:00";"5.8";"750.1";"767.4";"";"69";"Ветер, дующий с запада";"4";"10";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"22.10.2021 07:00";"2.1";"744.4";"761.8";"";"81";"Штиль, безветрие";"0";"";"";"";" ";"";"";"1.5";"";"";"";"";"";"";"";"-0.8";"Осадков нет";"12";"";"";"";"";
"22.10.2021 01:00";"4.2";"744.4";"761.6";"";"70";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"21.10.2021 19:00";"8.3";"744.7";"761.7";"";"45";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"16.9";"";"";"";"";"";"";"-3.0";"Осадков нет";"12";"";"";"";"";
"21.10.2021 13:00";"13.7";"745.6";"762.3";"";"38";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"21.10.2021 07:00";"-0.5";"746.6";"764.2";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"";"";"-1.3";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"";"";"";
"21.10.2021 01:00";"0.7";"747.7";"765.1";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"20.10.2021 19:00";"7.8";"749.3";"766.4";"";"52";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"14.0";"";"";"";"";"";"";"-1.6";"Осадков нет";"12";"";"";"";"";
"20.10.2021 13:00";"10.3";"751.9";"768.9";"";"52";"Ветер, дующий с востоко-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"20.10.2021 07:00";"0.1";"753.5";"771.1";"";"92";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"-0.2";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"";"";"";
"20.10.2021 01:00";"2.1";"753.4";"770.9";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"19.10.2021 19:00";"7.5";"752.9";"770.1";"";"61";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"12.4";"";"";"";"";"";"";"0.4";"Осадков нет";"12";"";"";"";"";
"19.10.2021 13:00";"8.1";"753.1";"770.2";"";"60";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"19.10.2021 07:00";"0.9";"753.1";"770.7";"";"97";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"0.4";"";"";"";"";"";"";"";"0.4";"Осадков нет";"12";"";"";"";"";
"19.10.2021 01:00";"1.5";"752.5";"770.0";"";"91";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"18.10.2021 19:00";"7.5";"751.1";"768.3";"";"60";"Ветер, дующий с западо-юго-запада";"1";"";"";"";" ";"";"";"";"12.8";"";"";"";"";"";"";"0.1";"Осадков нет";"12";"";"";"";"";
"18.10.2021 13:00";"10.3";"751.0";"768.0";"";"50";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"18.10.2021 07:00";"-2.6";"751.5";"769.3";"";"91";"";"";"";"";"";" ";"";"";"-2.7";"";"";"";"";"";"";"";"-3.9";"Осадков нет";"12";"";"";"";"";
"18.10.2021 01:00";"-0.7";"752.0";"769.7";"";"94";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"17.10.2021 19:00";"5.0";"752.6";"769.9";"";"60";"";"";"";"";"";" ";"";"";"";"11.3";"";"";"";"";"";"";"-2.2";"Осадков нет";"12";"";"";"";"";
"17.10.2021 13:00";"6.3";"753.6";"770.8";"";"59";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"17.10.2021 07:00";"-2.5";"753.9";"771.7";"";"91";"";"";"";"";"";" ";"";"";"-3.0";"";"";"";"";"";"";"";"-3.8";"Осадков нет";"12";"";"";"";"";
"17.10.2021 01:00";"-0.6";"754.3";"772.0";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"16.10.2021 19:00";"4.2";"754.3";"771.7";"";"67";"";"";"";"";"";" ";"";"";"";"11.6";"";"";"";"";"";"";"-1.4";"Осадков нет";"12";"";"";"";"";
"16.10.2021 13:00";"7.6";"756.7";"773.9";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"16.10.2021 07:00";"-4.1";"758.8";"776.8";"";"94";"";"";"";"";"";" ";"";"";"-4.1";"";"";"";"";"";"";"";"-4.9";"Осадков нет";"12";"";"";"";"";
"16.10.2021 01:00";"-3.1";"760.3";"778.3";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"15.10.2021 19:00";"-0.2";"762.2";"780.1";"";"77";"";"";"";"";"";" ";"";"";"";"6.3";"";"";"";"";"";"";"-3.8";"Осадков нет";"12";"";"";"";"";
"15.10.2021 13:00";"2.7";"764.6";"782.4";"";"56";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.2";"";"";"";"";"";"";
"15.10.2021 07:00";"-7.3";"765.6";"784.0";"";"96";"";"";"";"";"";" ";"";"";"-7.3";"";"";"";"";"";"";"";"-7.9";"Осадков нет";"12";"";"";"";"";
"15.10.2021 01:00";"-5.2";"766.2";"784.5";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.4";"";"";"";"";"";"";
"14.10.2021 19:00";"-1.6";"766.2";"784.3";"";"64";"";"";"";"";"";" ";"";"";"";"4.5";"";"";"";"";"";"";"-7.5";"Осадков нет";"12";"";"";"";"";
"14.10.2021 13:00";"3.3";"765.7";"783.4";"";"42";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"14.10.2021 07:00";"-3.7";"764.7";"782.8";"";"96";"";"";"";"";"";" ";"";"";"-3.7";"";"";"";"";"";"";"";"-4.2";"Осадков нет";"12";"";"";"";"";
"14.10.2021 01:00";"-1.6";"763.2";"781.2";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"13.10.2021 19:00";"-0.7";"762.0";"779.9";"";"76";"";"";"";"";"";" ";"";"";"";"1.5";"";"";"";"";"";"";"-4.4";"1.0";"12";"";"";"";"";
"13.10.2021 13:00";"1.0";"761.1";"778.9";"";"48";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.8";"";"";"";"";"";"";
"13.10.2021 07:00";"-4.4";"759.6";"777.7";"";"85";"";"";"";"";"";" ";"";"";"-4.4";"";"";"";"";"";"";"";"-6.6";"Осадков нет";"12";"";"";"";"";
"13.10.2021 01:00";"-2.4";"757.0";"774.9";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.5";"";"";"";"";"";"";
"12.10.2021 19:00";"-0.7";"754.4";"772.1";"";"87";"";"";"";"";"";" ";"";"";"";"0.1";"";"";"";"";"";"";"-2.6";"Осадков нет";"12";"";"";"";"";
"12.10.2021 13:00";"-1.2";"752.9";"770.7";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"12.10.2021 07:00";"-3.9";"752.6";"770.5";"";"83";"";"";"";"";"";" ";"";"";"-3.9";"";"";"";"";"";"";"";"-6.4";"Осадков нет";"12";"";"";"";"";
"12.10.2021 01:00";"-1.9";"752.5";"770.3";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.3";"";"";"";"";"";"";
"11.10.2021 19:00";"0.1";"751.0";"768.6";"";"85";"";"";"";"";"";" ";"";"";"";"3.3";"";"";"";"";"";"";"-2.1";"4.0";"12";"";"";"";"";
"11.10.2021 13:00";"1.8";"748.9";"766.3";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"11.10.2021 07:00";"3.3";"746.5";"763.8";"";"94";"";"";"";"";"";" ";"";"";"3.3";"";"";"";"";"";"";"";"2.4";"2.0";"12";"";"";"";"";
"11.10.2021 01:00";"7.7";"745.0";"761.9";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"10.10.2021 19:00";"9.4";"743.8";"760.6";"";"52";"";"";"";"";"";" ";"";"";"";"11.7";"";"";"";"";"";"";"0.0";"Осадков нет";"12";"";"";"";"";
"10.10.2021 13:00";"11.0";"743.9";"760.7";"";"48";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"10.10.2021 07:00";"4.5";"746.2";"763.4";"";"73";"";"";"";"";"";" ";"";"";"4.5";"";"";"";"";"";"";"";"0.1";"Осадков нет";"12";"";"";"";"";
"10.10.2021 01:00";"9.8";"744.1";"760.9";"";"55";"";"";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"09.10.2021 19:00";"10.2";"743.4";"760.1";"";"54";"";"";"";"15";"";" ";"";"";"";"12.1";"";"";"";"";"";"";"1.2";"Осадков нет";"12";"";"";"";"";
"09.10.2021 13:00";"9.2";"745.1";"762.0";"";"65";"";"";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"09.10.2021 07:00";"4.6";"747.5";"764.7";"";"84";"";"";"";"";"";" ";"";"";"4.1";"";"";"";"";"";"";"";"2.1";"0.3";"12";"";"";"";"";
"09.10.2021 01:00";"5.5";"749.7";"766.9";"";"76";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"08.10.2021 19:00";"4.6";"751.4";"768.7";"";"82";"";"";"";"";"";" ";"";"";"";"4.9";"";"";"";"";"";"";"1.8";"Осадков нет";"12";"";"";"";"";
"08.10.2021 13:00";"4.2";"751.0";"768.4";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"08.10.2021 07:00";"2.7";"749.8";"767.2";"";"89";"";"";"";"";"";" ";"";"";"2.4";"";"";"";"";"";"";"";"1.0";"0.5";"12";"";"";"";"";
"08.10.2021 01:00";"2.5";"749.2";"766.6";"";"89";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"07.10.2021 19:00";"3.4";"748.9";"766.3";"";"73";"";"";"";"";"";" ";"";"";"";"4.8";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"";"";"";
"07.10.2021 13:00";"4.7";"750.4";"767.7";"";"48";"";"";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.5";"";"";"";"";"";"";
"07.10.2021 07:00";"-1.2";"751.3";"769.0";"";"92";"";"";"";"";"";" ";"";"";"-2.6";"";"";"";"";"";"";"";"-2.3";"Осадков нет";"12";"";"";"";"";
"07.10.2021 01:00";"-0.7";"751.9";"769.6";"";"80";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"06.10.2021 19:00";"4.4";"751.3";"768.7";"";"62";"";"";"";"";"";" ";"";"";"";"12.5";"";"";"";"";"";"";"-2.4";"Осадков нет";"12";"";"";"";"";
"06.10.2021 13:00";"8.3";"752.4";"769.5";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"06.10.2021 07:00";"-2.8";"752.6";"770.5";"";"95";"";"";"";"";"";" ";"";"";"-2.8";"";"";"";"";"";"";"";"-3.5";"Осадков нет";"12";"";"";"";"";
"06.10.2021 01:00";"-0.2";"752.5";"770.2";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"05.10.2021 19:00";"6.3";"752.1";"769.3";"";"55";"";"";"";"";"";" ";"";"";"";"12.4";"";"";"";"";"";"";"-2.2";"Осадков нет";"12";"";"";"";"";
"05.10.2021 13:00";"8.1";"752.2";"769.4";"";"53";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"05.10.2021 07:00";"-1.6";"753.1";"770.9";"";"94";"";"";"";"";"";" ";"";"";"-1.7";"";"";"";"";"";"";"";"-2.4";"Осадков нет";"12";"";"";"";"";
"05.10.2021 01:00";"2.1";"753.9";"771.4";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"04.10.2021 19:00";"5.0";"753.8";"770.9";"";"64";"";"";"";"";"";" ";"";"";"";"9.5";"";"";"";"";"";"";"-1.4";"0.3";"12";"";"";"";"";
"04.10.2021 13:00";"7.5";"754.5";"771.7";"";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"04.10.2021 07:00";"-1.5";"754.9";"772.7";"";"96";"";"";"";"";"";" ";"";"";"-1.6";"";"";"";"";"";"";"";"-2.0";"Осадков нет";"12";"";"";"";"";
"04.10.2021 01:00";"-0.4";"755.1";"772.8";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"03.10.2021 19:00";"2.4";"754.5";"772.0";"";"90";"";"";"";"";"";" ";"";"";"";"6.9";"";"";"";"";"";"";"0.9";"Осадков нет";"12";"";"";"";"";
"03.10.2021 13:00";"5.9";"753.3";"770.6";"";"52";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"03.10.2021 07:00";"2.8";"750.2";"767.6";"";"89";"";"";"";"";"";" ";"";"";"1.3";"";"";"";"";"";"";"";"1.2";"Осадков нет";"12";"";"";"";"";
"03.10.2021 01:00";"2.7";"747.8";"765.1";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"02.10.2021 19:00";"4.5";"745.6";"762.8";"";"88";"";"";"";"";"";" ";"";"";"";"10.9";"";"";"";"";"";"";"2.7";"Осадков нет";"12";"";"";"";"";
"02.10.2021 13:00";"7.9";"744.2";"761.2";"";"60";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"02.10.2021 07:00";"3.8";"743.2";"760.4";"";"85";"";"";"";"";"";" ";"";"";"3.8";"";"";"";"";"";"";"";"1.4";"Осадков нет";"12";"";"";"";"";
"02.10.2021 01:00";"4.5";"741.5";"758.6";"";"87";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"01.10.2021 19:00";"5.4";"739.3";"756.4";"";"86";"";"";"";"";"";" ";"";"";"";"6.6";"";"";"";"";"";"";"3.2";"12.0";"12";"";"";"";"";
"01.10.2021 13:00";"3.6";"736.8";"753.8";"";"97";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"01.10.2021 07:00";"6.6";"736.0";"752.8";"";"92";"";"";"";"";"";" ";"";"";"6.4";"";"";"";"";"";"";"";"5.4";"0.8";"12";"";"";"";"";
"30.09.2021 19:00";"10.0";"741.0";"757.7";"";"70";"";"";"";"";"";" ";"";"";"";"15.6";"";"";"";"";"";"";"4.7";"Осадков нет";"12";"";"";"";"";
"30.09.2021 13:00";"11.5";"742.4";"759.1";"";"57";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"30.09.2021 07:00";"2.0";"743.4";"760.6";"";"93";"";"";"";"";"";" ";"";"";"1.6";"";"";"";"";"";"";"";"1.0";"Осадков нет";"12";"";"";"";"";
"30.09.2021 01:00";"1.7";"745.0";"762.4";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"29.09.2021 19:00";"6.6";"746.1";"763.1";"";"68";"";"";"";"";"";" ";"";"";"";"11.2";"";"";"";"";"";"";"1.1";"Осадков нет";"12";"";"";"";"";
"29.09.2021 13:00";"7.8";"747.0";"764.0";"";"70";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"29.09.2021 07:00";"4.0";"748.1";"765.4";"";"95";"";"";"";"";"";" ";"";"";"4.0";"";"";"";"";"";"";"";"3.3";"Осадков нет";"12";"";"";"";"";
"29.09.2021 01:00";"4.9";"748.4";"765.7";"";"88";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"28.09.2021 19:00";"6.8";"748.6";"765.7";"";"70";"";"";"";"";"";" ";"";"";"";"10.1";"";"";"";"";"";"";"1.7";"Осадков нет";"12";"";"";"";"";
"28.09.2021 13:00";"7.3";"748.3";"765.3";"";"66";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"28.09.2021 07:00";"2.5";"748.8";"766.2";"";"87";"";"";"";"";"";" ";"";"";"2.4";"";"";"";"";"";"";"";"0.6";"Осадков нет";"12";"";"";"";"";
"28.09.2021 01:00";"4.9";"749.3";"766.6";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"27.09.2021 19:00";"6.7";"749.4";"766.6";"";"69";"";"";"";"";"";" ";"";"";"";"11.3";"";"";"";"";"";"";"1.3";"Осадков нет";"12";"";"";"";"";
"27.09.2021 13:00";"8.5";"747.4";"764.5";"";"55";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"27.09.2021 07:00";"2.0";"746.7";"764.1";"";"95";"";"";"";"";"";" ";"";"";"1.7";"";"";"";"";"";"";"";"1.2";"Осадков нет";"12";"";"";"";"";
"27.09.2021 01:00";"4.4";"745.3";"762.4";"";"92";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"26.09.2021 19:00";"7.6";"745.2";"762.2";"";"64";"";"";"";"";"";" ";"";"";"";"9.8";"";"";"";"";"";"";"1.2";"Осадков нет";"12";"";"";"";"";
"26.09.2021 13:00";"9.3";"745.0";"761.8";"";"50";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"26.09.2021 07:00";"2.2";"747.1";"764.5";"";"92";"";"";"";"";"";" ";"";"";"2.2";"";"";"";"";"";"";"";"1.0";"Осадков нет";"12";"";"";"";"";
"26.09.2021 01:00";"4.2";"748.9";"766.2";"";"96";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"25.09.2021 19:00";"4.4";"750.7";"767.9";"";"95";"";"";"";"";"";" ";"";"";"";"9.6";"";"";"";"";"";"";"3.7";"Осадков нет";"12";"";"";"";"";
"25.09.2021 13:00";"7.3";"750.9";"768.1";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"25.09.2021 01:00";"3.8";"751.1";"768.5";"";"93";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"24.09.2021 19:00";"5.8";"750.7";"768.0";"";"72";"";"";"";"";"";" ";"";"";"";"8.7";"";"";"";"";"";"";"1.0";"Осадков нет";"12";"";"";"";"";
"24.09.2021 13:00";"6.9";"749.8";"766.9";"";"63";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"24.09.2021 07:00";"2.1";"749.5";"766.9";"";"97";"";"";"";"";"";" ";"";"";"1.8";"";"";"";"";"";"";"";"1.6";"2.0";"12";"";"";"";"";
"24.09.2021 01:00";"4.1";"748.8";"766.0";"";"97";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"23.09.2021 19:00";"5.4";"748.3";"765.5";"";"84";"";"";"";"";"";" ";"";"";"";"9.1";"";"";"";"";"";"";"2.9";"0.8";"12";"";"";"";"";
"23.09.2021 13:00";"5.8";"747.5";"764.7";"";"84";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"23.09.2021 07:00";"2.9";"747.3";"764.6";"";"95";"";"";"";"";"";" ";"";"";"2.9";"";"";"";"";"";"";"";"2.2";"1.0";"12";"";"";"";"";
"23.09.2021 01:00";"3.5";"747.5";"764.8";"";"91";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"22.09.2021 19:00";"4.6";"746.7";"763.9";"";"86";"";"";"";"";"";" ";"";"";"";"7.5";"";"";"";"";"";"";"2.5";"5.0";"12";"";"";"";"";
"22.09.2021 13:00";"6.6";"745.6";"762.7";"";"72";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"22.09.2021 07:00";"3.7";"744.6";"761.8";"";"95";"";"";"";"";"";" ";"";"";"3.7";"";"";"";"";"";"";"";"3.0";"0.3";"12";"";"";"";"";
"22.09.2021 01:00";"4.6";"743.5";"760.6";"";"78";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"21.09.2021 19:00";"6.6";"742.6";"759.6";"";"68";"";"";"";"10";"";" ";"";"";"";"11.4";"";"";"";"";"";"";"1.0";"Осадков нет";"12";"";"";"";"";
